"article_title","article_headline","article_content","text_date","article_url"
"Trump will dial back his trade pressure if markets tank, UBS says ","Trump has made public statements correlating record highs in the stock market with the health of the US economy. If the stock market takes a dives due to Trump's policies, he could reconsider imposing new tariffs, UBS Asset Management said.","President Donald Trump will change course on his policy of trade tariffs if it causes the U.S. stock market to suddenly lose value, the asset management division at UBS predicts in new research report.  ""We have a strong conviction that the (Trump) administration's strategy will be reflexive to economic and market impact,"" Erin Browne, head of asset allocation at UBS Asset Management, said in the report.  ""Should U.S. equities experience a meaningful drawdown, we expect the Trump administration to dial back pressure on trade to avoid undermining its ultimate priority, the strength of the U.S. economy,"" she said.  Trump has often made public statements correlating record highs in the stock market with the health of the U.S. economy. According to the Swiss bank, Trump's top priority is the performance of the country's economy and thus, if the stock market takes a dives due to his policies, he would soon reconsider imposing new tariffs and trade barriers.  In terms of what a ""meaningful drawdown"" would look like, UBS explained that it would be any stock market fall over 10 percent within a short-term time horizon. Trump tweeted in January: ""Dow goes from 18,589 on November 9, 2016, to 25,075 today, for a new all-time Record. Jumped 1000 points in last 5 weeks, Record fastest 1000 point move in history. This is all about the Make America Great Again agenda! Jobs, Jobs, Jobs. Six trillion dollars in value created!."" But markets have fretted over rising tensions in global trade this year, following the imposition of several new tariffs on U.S. imported goods and the consequent retaliatory measures taken by its trade partners. Tweet    Investor fears range from the direct impact that the new duties could have on the global economy to the curbing of business sentiment — which could bring a spiral of other economic issues.  More recently, some of these concerns have lessened somewhat after a meeting between Trump and European Commission President Jean-Claude Juncker. However, Trump has also warned this week that there could be a new set of tariffs against $200 billion worth of Chinese goods. Tweet 1  UBS Asset Management added that tensions between the U.S. and China are likely to rise in the coming months and that investors should not underestimate the apparent ease between Europe and the U.S. ""We should therefore be careful not to extrapolate the sudden easing of trade tensions between the U.S. and Europe as having positive read-through for upcoming U.S.-China trade developments,"" Browne said in the report. ""Rather, the U.S., Europe and likely other allies look set to unite and isolate China on trade and tech issues, building leverage for what is shaping up to be a prolonged period of tension,"" she said.",NA,"https://www.cnbc.com/2018/08/03/trump-will-dial-back-his-trade-pressure-if-markets-tank-ubs-says.html?&qsearchterm="
"UBS raises Boeing price target, says shares could rise as much as 50 percent","""We believe Boeing shares carry the best upside in the sector,"" analyst Myles Walton says.UBS raises its 12-month price target to $515 a share. The stock closed Wednesday at $338.36.","Analysts at Swiss bank UBS have raised their 12-month price target for Boeing shares to $515, more than 50 percent higher than their current level. The bank also raised the airline manufacturer to a ""buy"" rating from its previous ""neutral"" stance. ""We believe Boeing shares carry the best upside in the sector,"" analyst Myles Walton said in a note Thursday after assuming the bank's coverage of the stock. ""Much of the cash growth and margin expansion story (is) set to be unlocked with our $31 per share in free cashflow estimate for 2020, 15 ahead of consensus,"" the note added. Following the note's release to market, shares of Boeing rose nearly 2 percent in pre-market trading to $338. UBS said short-term concerns such as supplier issues that have slowed aircraft deliveries and potential trade tariff headwinds might result in pullbacks, but investors should see those as ""attractive buying opportunities.""  UBS said the primary driver for the crucial commercial plane segment will remain air traffic growth, which is currently running hotter that the 5 percent long-term trend. The bank also noted that while 60 percent of Boeing's earnings and 70 percent of its cash comes from the sale of commercial airplanes, many investors were overlooking the potential upside to aftermarket service contracts. Boeing is targeting $50 billion per annum in services contracts by 2025. UBS said while that is unlikely, evidence showed that services could be worth $35 to $40 billion to the company by the mid-2020s. The UBS price target of $515 for Boeing shares puts it at the highest of 22 bank price targets published by Reuters. The mean figure among analysts is $410.",2018-08-16,"https://www.cnbc.com/2018/08/16/boeing-share-price-could-rise-50-percent-ubs-says.html?&qsearchterm="
"GE shares fall after UBS cuts price forecast, sees 'vicious cycle' in power business","UBS lowers it price target for GE shares to $13 from $16, citing pricing pressures and share losses in the power market.“Power market improvement is needed to make a meaningful impact on [GE's] earnings, but we see signs the market is deteriorating,"" analyst Steven Winoker says.","There is no short-term turnaround in sight for General Electric's power business, according to UBS. The firm lowered it price target to $13 from $16 for GE shares, citing pricing pressures and share losses in the key market. UBS also reiterated its neutral rating for the industrial giant. ""Power market improvement is needed to make a meaningful impact on earnings, but we see signs the market is deteriorating,"" analyst Steven Winoker said in a note to clients Wednesday. ""While cost-out remains a primary focus for the business, the end markets are far from cooperative with regard to pricing, demand and competition — and if anything require even more aggressive cost reductions, forcing GE into a vicious cycle."" GE shares fell nearly 1 percent Wednesday. The analyst noted that the company's second-quarter power business orders and sales were down 26 percent and 18 percent, respectively. He said GE had a 47 percent share of the global large gas turbine business from 1997 to 2017 versus only 11 percent this year. ""GE Power has not yet found a bottom in our view due to a continued deceleration in the gas power equipment and services market,"" Winoker said. ""We believe GE continues to face challenges related to Power, tax, Capital, litigation, portfolio and cash headwinds/uncertainty."" GE shares declined 49 percent in the past 12 months through Tuesday versus the S&P 500's 18 percent return. The company did not immediately respond to a request for comment. — CNBC's Michael Bloom contributed to this story.",2018-09-05,"https://www.cnbc.com/2018/09/05/ubs-is-getting-more-negative-on-ge-shares-due-to-the-vicious-cycle-in-its-power-business.html?&qsearchterm="
"UBS says Audi's new electric car shows industry has a long way to go to catch Tesla","UBS believes Tesla's lead in electric vehicle technology may last longer after seeing Audi's latest offering.The Audi ""e-tron underscores that catching up with Tesla is more difficult than expected by many,"" analyst Patrick Hummel says.","Audi's launch of its e-tron car revealed how far behind the competition is compared to Tesla, according to UBS. On Monday, Audi unveiled the e-tron SUV which will hit the market next spring. UBS, one of Tesla's biggest skeptics, admitted the widely-anticipated European competitor's car fell short in terms of performance. The Audi ""e-tron underscores that catching up with Tesla is more difficult than expected by many,"" analyst Patrick Hummel said in a note to clients entitled ""Audi e-tron launch - another lap Tesla wins"" Tuesday. ""While we appreciate that a solid EV product is not only about acceleration and range, there is still a gap to Tesla in the powertrain efficiency ratios that reflect the degree of innovation. The electric powertrain is not a commodity yet and Tesla might be able to sustain its lead for longer."" Tesla shares closed down 3.4 percent Tuesday to $284.96. Its stock is down 5 percent this year through Monday versus the S&P 500's 8 percent return. Hummel noted the e-tron will get 30 miles to 50 miles less range than the Tesla Model X and will accelerate ""significantly slower."" He said the Audi electric vehicle's disappointing metrics will hurt its sales and benefit Tesla. ""At the margin, the not-so-impressive key stats could dampen the sales outlook and make it more difficult for Audi (or the premium OEMs in general) to break even with their EVs,"" he said. ""This plays into Tesla's hands and in China, into the hands of the emerging local EV players."" Despite the meager competitive threat from Audi, Hummel reiterated his sell rating on Tesla shares due to his forecast for Model 3 sales next year. ""We think Tesla will not create enough Model 3 demand at the envisaged price point of >$50k, which would be required to meet 2019 consensus expectations,"" he said. The analyst affirmed his $190 price target for Tesla shares, representing 36 percent downside to Monday's close. Tesla did not immediately respond to a request for comment. — CNBC's Michael Bloom contributed to this story.",2018-09-18,"https://www.cnbc.com/2018/09/18/ubs-says-audis-disappointing-electric-car-launch-is-a-big-win-for-tesla.html?&qsearchterm="
"These are the world's biggest property bubbles as ranked by UBS","Hong Kong is deemed the most at-risk area in terms of a property price bubble.UBS names only Chicago as undervalued in its list of 20 global cities.Munich, Toronto, Vancouver, London, and Amsterdam are also identified as in bubble territory.","Housing prices in Hong Kong are the most overvalued and at the greatest risk of collapse, according to a report focused on 20 major cities. UBS Group's Global Real Estate Bubble Index puts Munich, Toronto, Vancouver, London and Amsterdam alongside Hong Kong as cities currently in property bubble territory. ""Major imbalances"" are also found in Stockholm, Paris, San Francisco, Frankfurt and Sydney, the report said. Los Angeles, Zurich, Tokyo, Geneva and New York are merely deemed overvalued, while Chicago is the only city included in the list that is viewed as undervalued. The UBS researchers found a widespread breadth of the rise in property prices in major cities with prices increasing 35 percent on average over the last five years. They identified price bubbles as regularly recurring phenomenon in property, defining them as ""a substantial and sustained mispricing of an asset."" The report said typical signs include a decoupling of prices from local incomes and rents, as well as excessive construction or bank lending. ""Although many financial centers remain at risk of a housing bubble, we should not compare today's situation with pre-crisis conditions,"" Mark Haefele, chief investment officer at UBS Global Wealth Management, said in a statement. Hong Kong is identified as the most extreme city in bubble territory. It has seen house prices rise at an annual rate of almost 10 percent since 2012. Current property cooling measures have failed to rein in prices in the former British colony and there has been some suggestion that tighter restrictions could be coming for non-local homebuyers. Both Toronto and Vancouver are considered by UBS to be in bubble territory. The bank noted that higher stamp duties on foreign buyers have done little to curb the boom in prices in Vancouver but do look to have checked real estate appetite in Toronto. For U.S cities, the UBS bubble risk scores sit below 2006 peak values. Boston and Chicago valuations remained low in fair-valued and undervalued territory respectively, while New York, Los Angeles and San Francisco all fell within the overvalued segment. The score for New York dropped following static sale prices over the last year. In Europe, London's index score declined for the second year in a row. Strained affordability, political uncertainty thanks to Brexit and increased taxes for overseas buyers and buy to-let investors have brought the U.K. capital's housing market to a standstill. In Switzerland, tighter mortgage-market regulations and higher vacancy rates for rental apartments have kept a lid on prices in both Zurich and Geneva, UBS said.",2018-09-27,"https://www.cnbc.com/2018/09/27/ubs-real-estate-bubble-index-reveals-property-crash-risk.html?&qsearchterm="
"First-quarter of this year one of the worst despite the global stocks rally, UBS' Ermotti says","The investment banking environment has seen one of the worst first quarters  in recent history, the CEO of UBS has warned, who told CNBC that he expects revenues to decline by about a third from a year ago.""I think that we are facing macro and geopolitical challenges that we all know, but in addition to that the first quarter was lacking any of the elements of positive seasonality this year,"" Sergio Ermotti, chief executive of UBS, told CNBC's Joumanna Bercetche on Wednesday.","Despite the rally in global equity markets, revenues in the first-quarter of 2019 was one of the worst in recent years, CEO of Swiss-bank UBS told CNBC. ""I think that we are facing macro and geopolitical challenges that we all know, but in addition to that the first-quarter was lacking any of the elements of positive seasonality this year,"" Sergio Ermotti told CNBC's Joumanna Bercetche on Wednesday. Ermotti said that while the first quarter in 2018 had been ""exceptional"" for both the industry as a whole and even more so for UBS, which he said had ""a very outstanding quarter"" - UBS reported a 19 percent jump in net profit in the first quarter of 2018, boosted by its investment banking division - the lender's investment banking division revenues were down by around a third in the first quarter this year. Investment banking is a specific division of banking related to the creation of capital for other companies, governments and other entities. ""The IB (investment banking unit) for us, last year, had an outstanding quarter so on a relative performance point of view most likely we will give away a little bit away of that extra performance, but in this environment, it's true that equity markets have recovered but the conviction level of both institutional and private clients is not there,"" he said. ""The Chinese market is up 25 percent and Hong Kong is up, U.S. is up ,but the volumes supporting that rally are not there,"" Ermotti added. Stocks have been on a tear since the Fed's last meeting in late January. In that time, the S&P 500 has risen more than 5 percent. The broad index is also up more than 12 percent for 2019 in part because investors expect less policy tightening for the year. The rally could extend further as several investors are still on the sidelines. A survey put together by Bank of America Merrill Lynch found the allocation of global stocks among respondents was the lowest since October 2016. Given the market's gains this year, investors underweight stocks could be enticed to increase their equity exposure, thus lifting prices even higher. At the forefront of investors' minds is the rates strategy of the U.S. Federal Reserve this year. The central bank had been expected to push ahead with monetary tightening this year but has faced pressure from President Donald Trump to not keep on hiking rates which he said would damage the U.S. economy. The Fed surprised many onlookers on Wednesday by holding rates steady and signalling that no more hikes would be coming this year, just three months after indicating that there could be two rate increases in 2019. There were four increases in 2018. They also pointed to at least another one before ending a round of policy tightening that began in December 2015. Ermotti told CNBC that the change of course was a potential headwind. ""It presents a headwind vis-a-vis our expectations for the year. We finished the year with an expectation that the Fed would hike a few times during the year now it's quite clear that they're going to pause ... the ECB has also reversed its stance. So I think what is more important is not a headwind vis-a-vis last year but most importantly, vis-a-vis plans and the expectations."" Rising rates are good for banks since they are able to lend out money to investors at a profitable rate of interest. Lower interest rates restrict the bank's ability to make profits thus adding pressure on margins.",2019-03-21,"https://www.cnbc.com/2019/03/21/first-quarter-one-of-the-worst-in-recent-years-despite-the-pick-up-in-global-equities-ubs-ermotti-says.html?&qsearchterm="
"Goldman Sachs and UBS execs warn: Markets are 'overpricing' Fed rate cuts","The markets are getting ahead of themselves in their expectations for the Federal Reserve to make cuts to its key interest rate, according to UBS Chairman Axel Weber and Goldman Sachs President and Chief Operating Officer John Waldron.Weber and Waldron are attending an Institute of International Finance meeting in Tokyo.""I think the market has overpriced the amount of rate cuts that the Fed is likely to do,"" Weber says.","Investors are getting too far ahead of themselves in expectations for the Federal Reserve to cut rates, according to a pair of top bankers at UBS and Goldman Sachs. Hopes for cheaper borrowing costs have spiked on the back of recent comments by Federal Reserve Chairman Jerome Powell and other top officials at the U.S. central bank, sending U.S. stock markets soaring. But Axel Weber, chairman of Swiss bank UBS, said Thursday that traders may be misreading the tone of such remarks. ""I think the market has overpriced the amount of rate cuts that the Fed is likely to do,"" Weber said during a panel discussion at an Institute of International Finance meeting in Tokyo. ""If you listen to some of the key decision makers like Charlie Evans, if you listen to Jay Powell, there is no imminent rate cut,"" Weber said. ""There is likelihood if further weakness in the data evolves over the second half of the year that they might consider corrective action."" John Waldron, president and chief operating officer at Goldman Sachs, voiced similar concerns to CNBC's Nancy Hungerford. ""The market is pricing in a fairly substantial set of moves by the Fed,"" said Waldron, who was also attending the meeting. ""I worry a little bit that the market is too optimistic about how much and how soon the Fed will move."" Weber also said he doesn't see the Fed taking any precautionary rate cuts ""at this point."" But Weber, who is also chairman of the IIF, said it is clear the Fed stands ready to respond if it deems such action necessary. ""The fact that the U.S. has some room to maneuver, I think it would be unwise to assume that they will not use that room to maneuver if the economy substantially weakens. However, I think the current pricing in markets is overdone."" Waldron, appearing on the same panel as Weber, added that ""the market is certainly pricing in more than a hundred basis points in cuts now,"" citing options markets. But he projected that the Fed will ""be more reliant on the data than they will on the short-term sentiment."" Weber also suggested that there is some room for optimism if trade conflicts don't worsen. ""Should these tariffs not escalate, there is a lot of room for complete repricing in the markets and some upside related to that,"" he said. —CNBC's Yen Nee Lee contributed to this report.",2019-06-06,"https://www.cnbc.com/2019/06/06/goldman-sachs-and-ubs-execs-markets-are-overpricing-fed-rate-cuts.html?&qsearchterm="
"UBS: The globe is headed for a recession and bear market if this week's US-China trade talks fail","While escalation isn't what UBS expects, a failed trade meeting between the U.S. and China would mean big changes to GDP expectations, the brokerage says.UBS estimates that economic growth would be 75 basis points lower over the following six quarters and resemble a ""mild recession.""In the United States, the cumulative reduction in GDP would be about 1% over six quarters, 1.2% in China and 0.74% in Europe, the UBS economists write.Further aggravation of the trade conflict could push global equities down 20%, UBS says","One Wall Street brokerage told clients Monday that the globe is ""one step away"" from recession as the world's two largest economies head to the G-20 summit meeting in Japan this week to try to hash out key issues and end a monthslong trade war. While escalation isn't what UBS expects, a failed meeting between President Donald Trump and China's Xi Jinping that results in a new wave of tariffs would mean ""major"" changes to global GDP and market forecasts, global head of economic research Arend Kapteyn wrote in a note. If the trade war escalates, ""we estimate global growth would be 75bp lower over the subsequent six quarters and that the contours would resemble a mild 'global recession' —similar in magnitude to the Eurozone crisis, the oil collapse in the mid-1980s and the 'Tequila' crisis of the 1990s,"" he wrote. The impact of a scuttled trade deal at the U.S.-China meeting in Osaka and agitated relations wouldn't be felt immediately, however, but grow in severity over several quarters as higher prices stifle demand and growth, the UBS researcher wrote. In the United States, the cumulative reduction in GDP would be about 1% over six quarters, 1.2% in China and 0.74% in Europe, Kapteyn wrote.  Source: UBS U.S. and Chinese negotiators are expected to begin discussions in Osaka this week before Trump and Xi meet, hoping to quell inflamed relations between Washington and Beijing, which have crumbled since late April. In a surprise move, Trump tweeted on May 5 that tariffs on $200 billion worth of Chinese goods would increase to 25% and that another 25% tariff would ""shortly"" be imposed on an additional $325 billion of imported goods from China. Traders blamed the worsened trade outlook for an equity pullback in May, with the S&P 500 down 6.5% last month. But further aggravation of the trade conflict could push global equities down 20%, Kapteyn said, with the prior U.S. outperformance relative to Europe eroding and emerging markets taking a heavy hit. ""In global sectors, Materials stands out as most vulnerable, but some defensive and crowded segments are also at risk amidst weaker growth,"" he added. ""For a bottom up perspective, we lean on our prior work to highlight trade and crowded growth exposed stocks.""  Source: U.N. Comtrade database, U.S. Department of Commerce, Federal Reserve Bank of St. Louis The economist added that all major central banks would be forced to ease monetary policy, with the U.S. Federal Reserve compelled to cut interest rates by 100 basis points on top of an expected 50-basis-point cut in July. Such a push would pressure the yield on the benchmark 10-year Treasury note below its record low of 1.3%, the UBS economist predicted. In China, the government would add another 150 basis points of total social financing growth, with GDP falling under 6%. China's total social financing is a catchall term for lending by banks and other institutions. ""Once policy makers have delivered the limited stimulus, investors will likely worry about them running out of options,"" the UBS team wrote. ""In the trade escalation case, we expect US 10y yields to fall through all-time lows.""",2019-06-24,"https://www.cnbc.com/2019/06/24/ubs-the-globe-is-headed-for-a-recession-and-bear-market-if-this-weeks-us-china-trade-talks-fail.html?&qsearchterm="
"A $10 trillion debt burden coming due one day could hit the stock market and Amazon, UBS proposes","UBS strategist Francois Trahan points out U.S. corporate debt has surged by 50% over the past decade and now stands near $10 trillion. Such a jump in corporate debt would be more worrisome had it not been for the steep drop in yields, he says.But these concerns could be front and center in 2020 as slowing economic activity and a potential fall in corporate earnings could lead to debt downgrades for companies such as Amazon, 3M and Walmart. ","This decade's surge in corporate debt could pressure stocks in 2020 as corporate earnings slow to a crawl, hurting the ability of companies to timely repay that debt and keep the solid credit ratings that allow them to borrow so cheaply, according to a theory laid out by UBS strategist Francois Trahan. Many Wall Street strategists share the concern about the ballooning corporate debt load but few sound as worried as Trahan. Most put it as a footnote in their 2020 outlook reports. The issue is, as Trahan points out, is that credit issues usually don't matter to the equity market unless the economy is in a slowing or contracting phase. In a Tuesday note, Trahan said that U.S. corporate debt has surged by 50% since 2009 and now stands at nearly $10 trillion. Such a jump in corporate debt would be more worrisome had it not been for the steady economic recovery and steep drop in yields, he said. Since 2010, yields on Baa-rated corporate bonds have fallen to around 3.9% from more than 6.3%. However, the impact could be felt as early as next year as slowing economic activity and a potential fall in corporate earnings lead to debt downgrades for some of the biggest companies in the world, including Amazon, 3M and Walmart. Debt downgrades could mean these companies would have to roll over their debt — half of which matures in the next five-to-six years — at a much higher rate, putting pressure on their shares and the broader stock market, he proposes. ""Leaving aside our biases for markets and the economy, LEIs of credit markets point to a deterioration of ratings throughout 2020,"" Trahan said. Trahan pointed to the Institute for Supply Management's new orders index as a key leading indicator, noting it has been in a downtrend for about six months. He also noted the index has been below 50 over the past four months. A reading below 50 signals contraction. This decline in new orders could foreshadow a drop in the S&P 500's average credit rating, which has risen on a year-over-year basis. Trahan notes that measure of economic activity leads the stock benchmark's average credit rating by six months. ""Moreover, interest rates argue that this decline in the ISM is not likely over, suggesting that this risk could possibly last throughout all of 2020,"" the strategist said. Rates fell throughout 2019 as the Federal Reserve pivoted away from the hiking cycle it set off during the previous year. The central bank cut the U.S. overnight rate three times this year after four rate hikes in 2018. All of this takes place at a time when earnings expectations are just above flat. However, if those expectations decline and turn negative, it could amplify debt downgrades for S&P 500 companies and in turn, hit their stock prices, he proposes. Trahan noted Amazon, 3M and Walmart are among the S&P 500 companies that are at risk of receiving a debt downgrade in 2020. The strategist made this determination using a model that accounts for company size, short and long-term capital turnover, profit margins and long-term liquidity. Based on that model, Amazon is at risk of seeing its S&P credit rating to BB, the highest junk-bond grade from AA. Meanwhile, 3M could see its credit rating fall from AA to BBB along with Walmart. Trahan has an S&P 500 target of 3,000 for 2020, which is tied for the lowest one with Morgan Stanley's Mike Wilson. That represents a 6% drop from Tuesday's close of 3,192.52. To be sure, Trahan expected the broad index to end 2019 at 2,500, which is more than 21% below current levels. Subscribe to CNBC on YouTube.",2019-12-18,"https://www.cnbc.com/2019/12/18/a-10-trillion-debt-burden-coming-due-one-day-could-hit-the-stock-market-and-amazon-ubs-proposes.html?&qsearchterm="
"Nike's stock is at near-record levels and still has room to run, UBS retail analyst says","Nike's stock notched a record high on Friday, and it can go higher still, UBS analyst Jay Sole says. ""As big as Nike is, we do think it's possible,"" Sole tells CNBC.  The company hit $101.40 intraday Friday after surpassing sales and earnings expectations. ","Nike's stock notched a record high on Friday, and it can go higher still, UBS analyst Jay Sole told CNBC on Friday. Shares of the Beaverton, Oregon-based company hit $101.40 intraday Friday, boosted by quarterly earnings and sales released after the bell Thursday that beat analysts' expectations. It closed Friday down 1.1% at $99.96 but is up around 34% year to date. ""Even though it's a $41 billion company, it's only 9% global market share in footwear and just 1% in global market share apparel,"" Sole said on ""The Exchange."" ""There's lots of room to go."" Sole raised his price target Friday on Nike to $103, up from $97. He maintains a hold rating on the stock, citing the widespread bullish outlook on Wall Street. That attitude has helped propel the stock from the low $50s in the fall of 2017 to its current levels around $100. While sales and revenue have grown in the mid-single digits in that period, Sole said the stock nearly doubling reflects a belief that Nike still has brighter days ahead. ""I think the market is anticipating really strong double-digit growth, 15%, even higher, in terms of [earnings per share] over the next few years,"" he said. When asked if that was feasible, Sole responded, ""As big as Nike is, we do think it's possible."" In its quarterly report, Nike's revenue grew by about 10% to $10.33 billion from $9.37 billion a year ago, beating expectations for $10.09 billion. Its North American revenues did fall short of expectations, however, climbing 5.3% during the period to reach $3.98 billion. Analysts had anticipated sales of $4 billion. Nike saw strength in its Jordan brand, which reached quarterly sales of $1 billion for the first time ever. Nike's strong stock performance comes against the backdrop of a shakeup within the company. In October, it abruptly announced that CEO Mark Parker will step down in January. It also has dealt with allegations in November of abuse toward women at Nike's Oregon Project under track coach Alberto Salazar. The team was previously considered to be the best in the world. Salazar denied the claims, and the company said it would investigate allegations of abuse. — CNBC's Lauren Thomas contributed to this report.",2019-12-20,"https://www.cnbc.com/2019/12/20/ubs-jay-sole-nikes-stock-is-at-record-levels-and-has-room-to-run.html?&qsearchterm="
"UBS to cut up to 500 jobs in European private banking overhaul","An internal memo sent to employees on Tuesday by UBS wealth management bosses Iqbal Khan and Tom Naratil set out plans to divide private banking operations in Europe, the Middle East and Africa (EMEA) into three parts.Current EMEA head Christine Novakovic will continue to lead the European business, while Caroline Kuhnert will head up CEE and Ali Janoudi will take control of the MEA region.","UBS will cut up to 500 private banking jobs as part of a plan to split up its wealth management businesses in a bid to speed up decision-making and strengthen regional units. An internal memo sent to employees on Tuesday by wealth management bosses Iqbal Khan and Tom Naratil set out plans to divide the Swiss lender's private banking operations in Europe, the Middle East and Africa (EMEA) into three parts: Europe (EU), Central and Eastern Europe (CEE) and the Middle East and Africa (MEA). In a conference call Tuesday morning, Khan told journalists that the restructure would involve erasing three levels of management and up to 500 jobs, according to multiple media outlets. The memo sets out plans to improve speed to market and time spent with clients, through ""streamlining"" of processes. ""To deliver on these opportunities we are pleased to announce that we will accelerate decision-making and time to market by delayering, reducing organizational duplication, and increasing business unit (BU) autonomy, which comes with more accountability,"" Khan and Naratil said in the memo. ""To realize our ambition of increasing time spent with clients, we will roll out new technology and strengthen incentives and accountability to improve efficiency across GWM (global wealth management)."" Current EMEA head Christine Novakovic will continue to lead the European business, while Caroline Kuhnert will head up CEE and Ali Janoudi will take control of the MEA region. The changes are part of an overarching redesign of the wealth management business instigated by Khan, who joined from Swiss rival Credit Suisse in October 2019. UBS will expand its Global Family Office (GFO) Group, to enhance its regional offerings to ultra-high net worth (UHNW) and high net worth (HNW) clients. The memo also announced plans to integrate UBS' chief investment office (CIO), mandates, investment content and wealth planning operations, with Mark Haefele appointed to lead the integrated unit and Bruno Marxer heading the Global Mandates, Investment Content and Wealth Planning divisions.",NA,"https://www.cnbc.com/2020/01/07/ubs-to-cut-up-to-500-jobs-in-european-private-banking-overhaul.html?&qsearchterm="
"Europe can lead the world in green finance, UBS chairman says","Speaking to CNBC at the World Economic Forum in Davos, UBS Chairman Axel Weber said that while Europe  struggles to catch up to the size of U.S. capital markets, U.S. companies and federal policy trails the continent in sustainability.","Europe has the chance to lead the world in developing capital markets for green finance, according to UBS Chairman Axel Weber. Speaking to CNBC at the World Economic Forum in Davos, Weber said that while Europe will struggle to catch up to the size of U.S. capital markets, one area where U.S. companies and federal policy trails the continent is in sustainability. ""If you are asking me, as capital markets for green finance develop, where will the nucleus of those markets be? It will be in Europe,"" Weber told CNBC's Geoff Cutmore and Steve Sedgwick. Asked whether the European Commission was to blame for European companies' failure to maintain pace with transatlantic counterparts, Weber suggested that banks and market players had failed to gain the ""dynamics and size of global capital markets that the U.S. has,"" adding that Europe will soon be surpassed by China on capital also. ""Europe has for too long been a bank-based system, and banks have been holding on to that position and haven't really been a gatekeeper to create capital markets,"" Weber said. ""That's the story of success for the U.S. banks; they are the gatekeeper to a deep and liquid capital market, and they have credit business, so they have two pillars of earnings whilst we in Europe largely rely on one."" Bank of England Governor Mark Carney recently said that the financial sector had begun to curb its investment in fossil fuels and shift its priorities toward sustainable investing, but at far too slow a pace. Weber agreed, adding that companies are left with ""two journeys"" at this stage. ""There is a glide path, where you get more and more into green finance, or there is a cliff edge. If you don't do anything for a long period of time, you are going to end up with governments passing law and you might face the same fate as German energy companies have,"" he said. The German Energiewende, a planned transition to a low carbon, environmentally sustainable and affordable energy supply, entails phasing out Germany's nuclear reactors by 2022 and retiring coal-fired generation, with the aim of transferring to a 100% renewable system.",2020-01-21,"https://www.cnbc.com/2020/01/21/europe-can-lead-the-world-in-green-finance-ubs-chairman-says.html?&qsearchterm="
"Investors pulled nearly $100 billion from hedge funds in 2019, but UBS insists popularity isn't waning","Data from U.S. research platform eVestment revealed that outflows in December alone hit $16 billion.UBS analysts attributed the flow trends not to the popularity of hedge funds waning, but rather to investors' more advanced understanding of how certain strategies can deliver their desired risk and return profile.","Investors withdrew a net $98 billion from hedge funds in 2019, the largest outflows in three years, but UBS analysts have argued that this does not indicate waning popularity. Data from U.S. research platform eVestment revealed that outflows in December alone hit $16 billion, while Bloomberg reported that investors last year directed 25% of their alternative investments, those outside of traditional areas such as cash, bonds and stocks, into private equity, up from 18% in 2018. However, in a note Monday, UBS Global Chief Investment Officer Mark Haefele suggested that outflows from hedge funds only tell half of the story, as total assets under management are actually rising. ""While some investors may have reduced allocations to the asset class overall, hedge fund assets continued to rise amid strong returns, hitting a record high at $3.3 trillion according to the Hedge Fund Research database (HFR),"" he said, adding that hedge funds in 2019 returned on average 10.4%, their best year for a decade. Haefele suggested that while the industry is seeing redemptions, ""top-tier"" managers are continuing to attract capital, or at least suffer fewer redemptions, with only $8 billion outflows registered in total across managers with AUM over $5 billion compared to $32 billion for managers of between $1 billion and $5 billion AUM. ""Redemptions are largely concentrated in just a few strategies, in particular fundamental value equity hedge managers and multi-strategy macro funds,"" Haefele said. ""This is potentially a reflection of investors' emphasis on more specialized strategies and the search for a better diversifier with a multi-asset portfolio."" UBS analysts attributed the flow trends not to the popularity of hedge funds waning, but rather to investors' more advanced understanding of how certain strategies can deliver their desired risk and return profile. Haefele anticipated that top managers will likely continue to manage a larger share of assets while underperformers will continue to suffer greater outflows. ""Within the asset class, we continue to recommend low directional managers. These can include: relative value managers, such as those who exploit various arbitrage opportunities; discretionary macro funds that can, for instance, capture carry and exploit shifts in economic policy; and multi-strategy managers,"" Haefele concluded.",NA,"https://www.cnbc.com/2020/01/27/ubs-nearly-100-billion-pulled-from-hedge-funds-but-popularity-isnt-waning.html?&qsearchterm="
